Class,isDecompilable,distanceToOriginal,nbNodesOriginal,isRecompilable,bytecodeDistance,passTests
com/squareup/javawriter/JavaWriter,true,3191,12062,true,77,false
com/squareup/javawriter/StringLiteral,true,45,768,true,10,true
