Class,isDecompilable,distanceToOriginal,nbNodesOriginal,isRecompilable,bytecodeDistance,passTests
javapoet/javac/com/squareup/javawriter/JavaWriter,true,178,12062,false,NA,false
javapoet/javac/com/squareup/javawriter/StringLiteral,true,29,768,true,3,true
