Class,isDecompilable,distanceToOriginal,nbNodesOriginal,isRecompilable,bytecodeDistance,passTests,nbAttempt
com/squareup/javawriter/JavaWriter,false,NA,NA,false,NA,false,6
com/squareup/javawriter/StringLiteral,true,45,768,true,10,true,1
