,Class,isDecompilable,distanceToOriginal,nbNodesOriginal,isRecompilable,bytecodeDistance,passTests,Compilo,Match
18131,commons-collections/eclipse/org/apache/commons/collections4/map/Flat3Map,True,5148.0,17534.0,False,,False,JD-Core-1.0.0,3474.0
18132,commons-collections/eclipse/org/apache/commons/collections4/map/TransformedMap,True,54.0,1847.0,False,,False,JD-Core-1.0.0,3463.0
18133,commons-collections/eclipse/org/apache/commons/collections4/map/ReferenceMap,True,36.0,338.0,False,,False,JD-Core-1.0.0,3453.0
18134,commons-collections/eclipse/org/apache/commons/collections4/map/LazySortedMap,True,23.0,901.0,True,0.0,True,JD-Core-1.0.0,3451.0
18135,commons-collections/eclipse/org/apache/commons/collections4/map/AbstractReferenceMap,True,673.0,10136.0,False,,False,JD-Core-1.0.0,3467.0
18136,commons-collections/eclipse/org/apache/commons/collections4/map/EntrySetToMapIteratorAdapter,True,33.0,737.0,True,16.0,True,JD-Core-1.0.0,3476.0
18137,commons-collections/eclipse/org/apache/commons/collections4/map/package-info,True,,,False,,,JD-Core-1.0.0,3452.0
18138,commons-collections/eclipse/org/apache/commons/collections4/map/AbstractHashedMap,True,2595.0,16267.0,False,,False,JD-Core-1.0.0,3471.0
18139,commons-collections/eclipse/org/apache/commons/collections4/map/ListOrderedMap,True,603.0,7867.0,False,,False,JD-Core-1.0.0,3477.0
18140,commons-collections/eclipse/org/apache/commons/collections4/map/AbstractOrderedMapDecorator,True,6.0,394.0,True,0.0,True,JD-Core-1.0.0,3443.0
18141,commons-collections/eclipse/org/apache/commons/collections4/map/AbstractIterableMap,True,0.0,62.0,True,0.0,True,JD-Core-1.0.0,3473.0
18142,commons-collections/eclipse/org/apache/commons/collections4/map/PredicatedMap,True,71.0,1311.0,True,0.0,True,JD-Core-1.0.0,3458.0
18143,commons-collections/eclipse/org/apache/commons/collections4/map/ReferenceIdentityMap,True,46.0,582.0,False,,False,JD-Core-1.0.0,3466.0
18144,commons-collections/eclipse/org/apache/commons/collections4/map/LazyMap,True,38.0,860.0,True,0.0,True,JD-Core-1.0.0,3464.0
18145,commons-collections/eclipse/org/apache/commons/collections4/map/MultiValueMap,True,171.0,4065.0,False,,False,JD-Core-1.0.0,3447.0
18146,commons-collections/eclipse/org/apache/commons/collections4/map/MultiKeyMap,True,229.0,12692.0,True,0.0,True,JD-Core-1.0.0,3444.0
18147,commons-collections/eclipse/org/apache/commons/collections4/map/CaseInsensitiveMap,True,16.0,528.0,True,0.0,True,JD-Core-1.0.0,3450.0
18148,commons-collections/eclipse/org/apache/commons/collections4/map/UnmodifiableSortedMap,True,61.0,969.0,False,,False,JD-Core-1.0.0,3460.0
18149,commons-collections/eclipse/org/apache/commons/collections4/map/UnmodifiableEntrySet,True,51.0,1437.0,False,,False,JD-Core-1.0.0,3459.0
18150,commons-collections/eclipse/org/apache/commons/collections4/map/TransformedSortedMap,True,32.0,1255.0,True,0.0,True,JD-Core-1.0.0,3475.0
18151,commons-collections/eclipse/org/apache/commons/collections4/map/LinkedMap,True,106.0,1748.0,False,,False,JD-Core-1.0.0,3457.0
18152,commons-collections/eclipse/org/apache/commons/collections4/map/UnmodifiableMap,True,56.0,957.0,False,,False,JD-Core-1.0.0,3454.0
18153,commons-collections/eclipse/org/apache/commons/collections4/map/FixedSizeSortedMap,True,51.0,1097.0,True,0.0,True,JD-Core-1.0.0,3470.0
18154,commons-collections/eclipse/org/apache/commons/collections4/map/PassiveExpiringMap,True,118.0,2932.0,False,,False,JD-Core-1.0.0,3462.0
18155,commons-collections/eclipse/org/apache/commons/collections4/map/LRUMap,True,204.0,3013.0,False,,False,JD-Core-1.0.0,3446.0
18156,commons-collections/eclipse/org/apache/commons/collections4/map/AbstractLinkedMap,True,296.0,7347.0,False,,False,JD-Core-1.0.0,3465.0
18157,commons-collections/eclipse/org/apache/commons/collections4/map/CompositeMap,True,70.0,4887.0,True,14.0,True,JD-Core-1.0.0,3442.0
18158,commons-collections/eclipse/org/apache/commons/collections4/map/SingletonMap,True,269.0,4236.0,False,,False,JD-Core-1.0.0,3472.0
18159,commons-collections/eclipse/org/apache/commons/collections4/map/DefaultedMap,True,36.0,981.0,False,,False,JD-Core-1.0.0,3449.0
18160,commons-collections/eclipse/org/apache/commons/collections4/map/FixedSizeMap,True,64.0,851.0,True,13.0,True,JD-Core-1.0.0,3468.0
18161,commons-collections/eclipse/org/apache/commons/collections4/map/UnmodifiableOrderedMap,True,47.0,860.0,False,,False,JD-Core-1.0.0,3461.0
18162,commons-collections/eclipse/org/apache/commons/collections4/map/PredicatedSortedMap,True,27.0,832.0,True,0.0,True,JD-Core-1.0.0,3478.0
18163,commons-collections/eclipse/org/apache/commons/collections4/map/AbstractMapDecorator,True,20.0,1030.0,True,4.0,True,JD-Core-1.0.0,3448.0
18164,commons-collections/eclipse/org/apache/commons/collections4/IterableMap,True,0.0,31.0,True,0.0,,JD-Core-1.0.0,3311.0
18165,commons-collections/eclipse/org/apache/commons/collections4/ArrayStack,True,15.0,618.0,True,0.0,True,JD-Core-1.0.0,3294.0
18166,commons-collections/eclipse/org/apache/commons/collections4/BoundedMap,True,0.0,23.0,True,0.0,,JD-Core-1.0.0,3274.0
18167,commons-collections/eclipse/org/apache/commons/collections4/Transformer,True,0.0,13.0,True,0.0,,JD-Core-1.0.0,3276.0
18168,commons-collections/eclipse/org/apache/commons/collections4/functors/DefaultEquator,True,21.0,250.0,True,7.0,True,JD-Core-1.0.0,3486.0
18169,commons-collections/eclipse/org/apache/commons/collections4/functors/StringValueTransformer,True,7.0,162.0,False,,False,JD-Core-1.0.0,3531.0
18170,commons-collections/eclipse/org/apache/commons/collections4/functors/FactoryTransformer,True,13.0,274.0,True,0.0,True,JD-Core-1.0.0,3514.0
18171,commons-collections/eclipse/org/apache/commons/collections4/functors/ChainedTransformer,True,54.0,978.0,False,,False,JD-Core-1.0.0,3521.0
18172,commons-collections/eclipse/org/apache/commons/collections4/functors/PredicateDecorator,True,0.0,22.0,True,0.0,,JD-Core-1.0.0,3513.0
18173,commons-collections/eclipse/org/apache/commons/collections4/functors/NotPredicate,True,23.0,290.0,True,0.0,True,JD-Core-1.0.0,3485.0
18174,commons-collections/eclipse/org/apache/commons/collections4/functors/AnyPredicate,True,47.0,593.0,False,,False,JD-Core-1.0.0,3525.0
18175,commons-collections/eclipse/org/apache/commons/collections4/functors/MapTransformer,True,13.0,365.0,True,0.0,True,JD-Core-1.0.0,3492.0
18176,commons-collections/eclipse/org/apache/commons/collections4/functors/NullIsFalsePredicate,True,15.0,311.0,True,0.0,True,JD-Core-1.0.0,3529.0
18177,commons-collections/eclipse/org/apache/commons/collections4/functors/NOPTransformer,True,9.0,140.0,True,4.0,True,JD-Core-1.0.0,3522.0
18178,commons-collections/eclipse/org/apache/commons/collections4/functors/PrototypeFactory,True,98.0,1269.0,False,,False,JD-Core-1.0.0,3518.0
18179,commons-collections/eclipse/org/apache/commons/collections4/functors/package-info,True,,,False,,,JD-Core-1.0.0,3489.0
18180,commons-collections/eclipse/org/apache/commons/collections4/functors/NullIsExceptionPredicate,True,15.0,319.0,True,0.0,True,JD-Core-1.0.0,3527.0
18181,commons-collections/eclipse/org/apache/commons/collections4/functors/CatchAndRethrowClosure,True,4.0,107.0,True,2.0,True,JD-Core-1.0.0,3480.0
18182,commons-collections/eclipse/org/apache/commons/collections4/functors/AbstractQuantifierPredicate,True,7.0,179.0,True,2.0,True,JD-Core-1.0.0,3524.0
18183,commons-collections/eclipse/org/apache/commons/collections4/functors/SwitchTransformer,True,68.0,2397.0,False,,False,JD-Core-1.0.0,3501.0
18184,commons-collections/eclipse/org/apache/commons/collections4/functors/WhileClosure,True,38.0,598.0,True,0.0,True,JD-Core-1.0.0,3487.0
18185,commons-collections/eclipse/org/apache/commons/collections4/functors/IdentityPredicate,True,13.0,196.0,True,0.0,True,JD-Core-1.0.0,3493.0
18186,commons-collections/eclipse/org/apache/commons/collections4/functors/FalsePredicate,True,9.0,130.0,True,4.0,True,JD-Core-1.0.0,3499.0
18187,commons-collections/eclipse/org/apache/commons/collections4/functors/ExceptionPredicate,True,9.0,142.0,True,4.0,True,JD-Core-1.0.0,3519.0
18188,commons-collections/eclipse/org/apache/commons/collections4/functors/CloneTransformer,True,9.0,184.0,True,4.0,True,JD-Core-1.0.0,3508.0
18189,commons-collections/eclipse/org/apache/commons/collections4/functors/PredicateTransformer,True,13.0,284.0,True,0.0,True,JD-Core-1.0.0,3511.0
18190,commons-collections/eclipse/org/apache/commons/collections4/functors/TransformedPredicate,True,26.0,567.0,True,0.0,True,JD-Core-1.0.0,3498.0
18191,commons-collections/eclipse/org/apache/commons/collections4/functors/IfTransformer,True,47.0,1025.0,True,0.0,True,JD-Core-1.0.0,3484.0
18192,commons-collections/eclipse/org/apache/commons/collections4/functors/AllPredicate,True,43.0,557.0,False,,False,JD-Core-1.0.0,3526.0
18193,commons-collections/eclipse/org/apache/commons/collections4/functors/NOPClosure,True,9.0,125.0,True,4.0,True,JD-Core-1.0.0,3528.0
18194,commons-collections/eclipse/org/apache/commons/collections4/functors/InstanceofPredicate,True,13.0,266.0,True,0.0,True,JD-Core-1.0.0,3494.0
18195,commons-collections/eclipse/org/apache/commons/collections4/functors/EqualPredicate,True,34.0,453.0,True,0.0,True,JD-Core-1.0.0,3520.0
18196,commons-collections/eclipse/org/apache/commons/collections4/functors/ExceptionTransformer,True,10.0,158.0,True,4.0,True,JD-Core-1.0.0,3523.0
18197,commons-collections/eclipse/org/apache/commons/collections4/functors/NotNullPredicate,True,9.0,139.0,True,4.0,True,JD-Core-1.0.0,3516.0
18198,commons-collections/eclipse/org/apache/commons/collections4/functors/TransformerPredicate,True,14.0,355.0,True,0.0,True,JD-Core-1.0.0,3482.0
18199,commons-collections/eclipse/org/apache/commons/collections4/functors/IfClosure,True,42.0,848.0,True,0.0,True,JD-Core-1.0.0,3481.0
18200,commons-collections/eclipse/org/apache/commons/collections4/functors/SwitchClosure,True,66.0,1805.0,False,,False,JD-Core-1.0.0,3517.0
18201,commons-collections/eclipse/org/apache/commons/collections4/functors/TransformerClosure,True,13.0,340.0,True,0.0,True,JD-Core-1.0.0,3496.0
18202,commons-collections/eclipse/org/apache/commons/collections4/functors/NonePredicate,True,43.0,463.0,False,,False,JD-Core-1.0.0,3507.0
18203,commons-collections/eclipse/org/apache/commons/collections4/functors/ClosureTransformer,True,13.0,274.0,True,0.0,True,JD-Core-1.0.0,3530.0
18204,commons-collections/eclipse/org/apache/commons/collections4/functors/NullPredicate,True,9.0,139.0,True,4.0,True,JD-Core-1.0.0,3515.0
18205,commons-collections/eclipse/org/apache/commons/collections4/functors/FunctorUtils,True,47.0,1305.0,False,,False,JD-Core-1.0.0,3491.0
18206,commons-collections/eclipse/org/apache/commons/collections4/functors/OrPredicate,True,41.0,459.0,True,3.0,True,JD-Core-1.0.0,3488.0
18207,commons-collections/eclipse/org/apache/commons/collections4/functors/AndPredicate,True,26.0,455.0,True,0.0,True,JD-Core-1.0.0,3510.0
18208,commons-collections/eclipse/org/apache/commons/collections4/functors/NullIsTruePredicate,True,15.0,311.0,True,0.0,True,JD-Core-1.0.0,3495.0
18209,commons-collections/eclipse/org/apache/commons/collections4/functors/ConstantTransformer,True,34.0,597.0,True,3.0,True,JD-Core-1.0.0,3503.0
18210,commons-collections/eclipse/org/apache/commons/collections4/functors/OnePredicate,True,45.0,516.0,False,,False,JD-Core-1.0.0,3479.0
18211,commons-collections/eclipse/org/apache/commons/collections4/functors/ComparatorPredicate,True,85.0,879.0,False,,False,JD-Core-1.0.0,3532.0
18212,commons-collections/eclipse/org/apache/commons/collections4/functors/InstantiateFactory,True,52.0,1166.0,True,12.0,False,JD-Core-1.0.0,3505.0
18213,commons-collections/eclipse/org/apache/commons/collections4/functors/ForClosure,True,26.0,440.0,False,,False,JD-Core-1.0.0,3502.0
18214,commons-collections/eclipse/org/apache/commons/collections4/functors/ConstantFactory,True,18.0,228.0,True,0.0,True,JD-Core-1.0.0,3497.0
18215,commons-collections/eclipse/org/apache/commons/collections4/functors/UniquePredicate,True,8.0,122.0,True,0.0,True,JD-Core-1.0.0,3509.0
18216,commons-collections/eclipse/org/apache/commons/collections4/functors/ExceptionFactory,True,8.0,138.0,True,4.0,True,JD-Core-1.0.0,3504.0
18217,commons-collections/eclipse/org/apache/commons/collections4/functors/ExceptionClosure,True,9.0,142.0,True,4.0,True,JD-Core-1.0.0,3490.0
18218,commons-collections/eclipse/org/apache/commons/collections4/functors/InvokerTransformer,True,54.0,1359.0,True,6.0,True,JD-Core-1.0.0,3483.0
18219,commons-collections/eclipse/org/apache/commons/collections4/functors/InstantiateTransformer,True,38.0,1087.0,True,6.0,True,JD-Core-1.0.0,3500.0
18220,commons-collections/eclipse/org/apache/commons/collections4/functors/ChainedClosure,True,56.0,821.0,False,,False,JD-Core-1.0.0,3512.0
18221,commons-collections/eclipse/org/apache/commons/collections4/functors/TruePredicate,True,9.0,130.0,True,4.0,True,JD-Core-1.0.0,3506.0
18222,commons-collections/eclipse/org/apache/commons/collections4/Factory,True,0.0,7.0,True,0.0,,JD-Core-1.0.0,3303.0
18223,commons-collections/eclipse/org/apache/commons/collections4/trie/package-info,True,,,False,,,JD-Core-1.0.0,3548.0
18224,commons-collections/eclipse/org/apache/commons/collections4/trie/AbstractBitwiseTrie,True,104.0,1969.0,False,,False,JD-Core-1.0.0,3551.0
18225,commons-collections/eclipse/org/apache/commons/collections4/trie/analyzer/package-info,True,,,False,,,JD-Core-1.0.0,3553.0
18226,commons-collections/eclipse/org/apache/commons/collections4/trie/analyzer/StringKeyAnalyzer,True,104.0,1277.0,True,0.0,True,JD-Core-1.0.0,3554.0
18227,commons-collections/eclipse/org/apache/commons/collections4/trie/AbstractPatriciaTrie,True,4689.0,38833.0,False,,False,JD-Core-1.0.0,3549.0
18228,commons-collections/eclipse/org/apache/commons/collections4/trie/KeyAnalyzer,True,22.0,387.0,True,0.0,True,JD-Core-1.0.0,3550.0
18229,commons-collections/eclipse/org/apache/commons/collections4/trie/UnmodifiableTrie,True,102.0,1726.0,False,,False,JD-Core-1.0.0,3547.0
18230,commons-collections/eclipse/org/apache/commons/collections4/trie/PatriciaTrie,True,1.0,92.0,True,0.0,True,JD-Core-1.0.0,3552.0
18231,commons-collections/eclipse/org/apache/commons/collections4/OrderedIterator,True,0.0,18.0,True,0.0,,JD-Core-1.0.0,3278.0
18232,commons-collections/eclipse/org/apache/commons/collections4/KeyValue,True,0.0,14.0,True,0.0,,JD-Core-1.0.0,3287.0
18233,commons-collections/eclipse/org/apache/commons/collections4/BoundedCollection,True,0.0,18.0,True,0.0,,JD-Core-1.0.0,3277.0
18234,commons-collections/eclipse/org/apache/commons/collections4/SortedBidiMap,True,0.0,44.0,True,0.0,,JD-Core-1.0.0,3271.0
18235,commons-collections/eclipse/org/apache/commons/collections4/SortedBag,True,0.0,29.0,True,0.0,,JD-Core-1.0.0,3279.0
18236,commons-collections/eclipse/org/apache/commons/collections4/FunctorException,True,5.0,107.0,True,0.0,True,JD-Core-1.0.0,3273.0
18237,commons-collections/eclipse/org/apache/commons/collections4/Put,True,0.0,43.0,True,0.0,,JD-Core-1.0.0,3309.0
18238,commons-collections/eclipse/org/apache/commons/collections4/Closure,True,0.0,11.0,True,0.0,,JD-Core-1.0.0,3307.0
18239,commons-collections/eclipse/org/apache/commons/collections4/Trie,True,0.0,28.0,True,0.0,,JD-Core-1.0.0,3306.0
18240,commons-collections/eclipse/org/apache/commons/collections4/OrderedMapIterator,True,0.0,29.0,True,0.0,,JD-Core-1.0.0,3272.0
18241,commons-collections/eclipse/org/apache/commons/collections4/sequence/ReplacementsHandler,True,0.0,25.0,True,0.0,,JD-Core-1.0.0,3317.0
18242,commons-collections/eclipse/org/apache/commons/collections4/sequence/package-info,True,,,False,,,JD-Core-1.0.0,3319.0
18243,commons-collections/eclipse/org/apache/commons/collections4/sequence/ReplacementsFinder,True,49.0,544.0,True,0.0,,JD-Core-1.0.0,3315.0
18244,commons-collections/eclipse/org/apache/commons/collections4/sequence/EditScript,True,43.0,481.0,True,0.0,True,JD-Core-1.0.0,3318.0
18245,commons-collections/eclipse/org/apache/commons/collections4/sequence/InsertCommand,True,3.0,77.0,True,0.0,True,JD-Core-1.0.0,3321.0
18246,commons-collections/eclipse/org/apache/commons/collections4/sequence/KeepCommand,True,3.0,77.0,True,0.0,True,JD-Core-1.0.0,3320.0
18247,commons-collections/eclipse/org/apache/commons/collections4/sequence/SequencesComparator,True,225.0,4139.0,True,0.0,True,JD-Core-1.0.0,3316.0
18248,commons-collections/eclipse/org/apache/commons/collections4/sequence/CommandVisitor,True,0.0,29.0,True,0.0,,JD-Core-1.0.0,3322.0
18249,commons-collections/eclipse/org/apache/commons/collections4/sequence/DeleteCommand,True,3.0,77.0,True,0.0,True,JD-Core-1.0.0,3324.0
18250,commons-collections/eclipse/org/apache/commons/collections4/sequence/EditCommand,True,4.0,88.0,True,0.0,True,JD-Core-1.0.0,3323.0
18251,commons-collections/eclipse/org/apache/commons/collections4/EnumerationUtils,True,6.0,192.0,True,4.0,True,JD-Core-1.0.0,3312.0
18252,commons-collections/eclipse/org/apache/commons/collections4/MapUtils,True,600.0,11205.0,False,,False,JD-Core-1.0.0,3282.0
18253,spark/eclipse/spark/Access,True,0.0,50.0,True,0.0,True,Fernflower,1618.0
18254,spark/eclipse/spark/Response,True,57.0,1135.0,True,0.0,True,Fernflower,1615.0
18255,spark/eclipse/spark/Route,True,17.0,229.0,True,3.0,True,Fernflower,1625.0
18256,spark/eclipse/spark/HaltException,True,10.0,239.0,True,0.0,True,Fernflower,1622.0
18257,spark/eclipse/spark/TemplateViewRoute,True,4.0,162.0,True,0.0,True,Fernflower,1619.0
18258,spark/eclipse/spark/QueryParamsMap,True,213.0,2053.0,False,,False,Fernflower,1621.0
18259,spark/eclipse/spark/RequestResponseFactory,True,0.0,69.0,True,0.0,True,Fernflower,1620.0
18260,spark/eclipse/spark/Filter,True,8.0,203.0,True,0.0,True,Fernflower,1614.0
18261,spark/eclipse/spark/JettyLogger,True,152.0,918.0,True,60.0,,Fernflower,1627.0
18262,spark/eclipse/spark/Request,True,263.0,3268.0,True,65.0,False,Fernflower,1626.0
18263,spark/eclipse/spark/Spark,True,103.0,1672.0,False,,False,Fernflower,1617.0
18264,spark/eclipse/spark/ModelAndView,True,8.0,124.0,True,0.0,True,Fernflower,1628.0
18265,spark/eclipse/spark/servlet/SparkFilter,True,38.0,561.0,False,,False,Fernflower,1645.0
18266,spark/eclipse/spark/servlet/SparkApplication,True,0.0,5.0,True,0.0,,Fernflower,1647.0
18267,spark/eclipse/spark/servlet/FilterTools,True,63.0,657.0,True,30.0,True,Fernflower,1646.0
18268,spark/eclipse/spark/webserver/ResponseWrapper,True,75.0,861.0,True,0.0,True,Fernflower,1643.0
18269,spark/eclipse/spark/webserver/JettyHandler,True,6.0,229.0,True,0.0,True,Fernflower,1642.0
18270,spark/eclipse/spark/webserver/SparkServerImpl,True,48.0,1605.0,True,4.0,True,Fernflower,1640.0
18271,spark/eclipse/spark/webserver/SparkServer,True,0.0,42.0,True,0.0,,Fernflower,1640.0
18272,spark/eclipse/spark/webserver/SparkServerFactory,True,0.0,104.0,True,0.0,True,Fernflower,1638.0
18273,spark/eclipse/spark/webserver/MatcherFilter,True,113.0,2035.0,False,,False,Fernflower,1637.0
18274,spark/eclipse/spark/webserver/NotConsumedException,True,0.0,22.0,True,0.0,,Fernflower,1639.0
18275,spark/eclipse/spark/webserver/RequestWrapper,True,134.0,1425.0,True,8.0,True,Fernflower,1644.0
18276,spark/eclipse/spark/Session,True,46.0,582.0,True,4.0,,Fernflower,1616.0
18277,spark/eclipse/spark/utils/SparkUtils,True,30.0,213.0,True,0.0,False,Fernflower,1630.0
18278,spark/eclipse/spark/utils/IOUtils,True,41.0,558.0,True,7.0,True,Fernflower,1631.0
18279,spark/eclipse/spark/utils/MimeParse,True,320.0,2962.0,False,,False,Fernflower,1629.0
18280,spark/eclipse/spark/AbstractRoute,True,0.0,120.0,True,0.0,True,Fernflower,1623.0
18281,spark/eclipse/spark/ResponseTransformerRoute,True,0.0,70.0,True,0.0,,Fernflower,1615.0
18282,spark/eclipse/spark/route/SimpleRouteMatcher,True,521.0,3431.0,False,,False,Fernflower,1635.0
18283,spark/eclipse/spark/route/RouteMatch,True,17.0,290.0,True,0.0,True,Fernflower,1636.0
18284,spark/eclipse/spark/route/HttpMethod,True,0.0,160.0,True,0.0,True,Fernflower,1632.0
18285,spark/eclipse/spark/route/RouteMatcher,True,0.0,75.0,True,2.0,,Fernflower,1634.0
18286,spark/eclipse/spark/route/RouteMatcherFactory,True,0.0,140.0,True,0.0,True,Fernflower,1633.0
18287,Bukkit/javac/org/bukkit/Statistic,True,53.0,822.0,False,,False,JD-Core-1.0.0,649.0
18288,Bukkit/javac/org/bukkit/Rotation,True,18.0,205.0,False,,,JD-Core-1.0.0,658.0
18289,Bukkit/javac/org/bukkit/Chunk,True,0.0,116.0,True,0.0,,JD-Core-1.0.0,656.0
18290,Bukkit/javac/org/bukkit/projectiles/ProjectileSource,True,0.0,42.0,True,0.0,,JD-Core-1.0.0,1142.0
18291,Bukkit/javac/org/bukkit/projectiles/BlockProjectileSource,True,0.0,8.0,True,0.0,,JD-Core-1.0.0,1141.0
18292,Bukkit/javac/org/bukkit/Location,True,190.0,4496.0,True,2.0,True,JD-Core-1.0.0,680.0
18293,Bukkit/javac/org/bukkit/material/NetherWarts,True,10.0,496.0,True,0.0,True,JD-Core-1.0.0,906.0
18294,Bukkit/javac/org/bukkit/material/LongGrass,True,8.0,331.0,True,0.0,True,JD-Core-1.0.0,922.0
18295,Bukkit/javac/org/bukkit/material/SpawnEgg,True,2.0,269.0,True,0.0,True,JD-Core-1.0.0,930.0
18296,Bukkit/javac/org/bukkit/material/EnderChest,True,7.0,211.0,True,0.0,True,JD-Core-1.0.0,918.0
18297,Bukkit/javac/org/bukkit/material/Step,True,11.0,825.0,True,0.0,True,JD-Core-1.0.0,935.0
18298,Bukkit/javac/org/bukkit/material/Dye,True,8.0,299.0,True,0.0,True,JD-Core-1.0.0,899.0
18299,Bukkit/javac/org/bukkit/material/Openable,True,0.0,14.0,True,0.0,,JD-Core-1.0.0,944.0
18300,Bukkit/javac/org/bukkit/material/FurnaceAndDispenser,True,7.0,161.0,True,0.0,True,JD-Core-1.0.0,904.0
18301,Bukkit/javac/org/bukkit/material/Cauldron,True,8.0,282.0,True,0.0,True,JD-Core-1.0.0,916.0
18302,Bukkit/javac/org/bukkit/material/Tree,True,65.0,746.0,True,63.0,True,JD-Core-1.0.0,937.0
18303,Bukkit/javac/org/bukkit/material/Diode,True,51.0,715.0,False,,False,JD-Core-1.0.0,903.0
18304,Bukkit/javac/org/bukkit/material/Tripwire,True,19.0,429.0,False,,False,JD-Core-1.0.0,898.0
18305,Bukkit/javac/org/bukkit/material/Pumpkin,True,48.0,577.0,False,,False,JD-Core-1.0.0,948.0
18306,Bukkit/javac/org/bukkit/material/RedstoneWire,True,8.0,278.0,True,0.0,True,JD-Core-1.0.0,942.0
18307,Bukkit/javac/org/bukkit/material/PistonExtensionMaterial,True,52.0,627.0,True,0.0,True,JD-Core-1.0.0,917.0
18308,Bukkit/javac/org/bukkit/material/Coal,True,8.0,331.0,True,0.0,True,JD-Core-1.0.0,949.0
18309,Bukkit/javac/org/bukkit/material/Rails,True,19.0,1022.0,True,41.0,True,JD-Core-1.0.0,940.0
18310,Bukkit/javac/org/bukkit/material/MonsterEggs,True,8.0,417.0,True,0.0,True,JD-Core-1.0.0,920.0
18311,Bukkit/javac/org/bukkit/material/Colorable,True,0.0,14.0,True,0.0,,JD-Core-1.0.0,911.0
18312,Bukkit/javac/org/bukkit/material/TexturedMaterial,True,7.0,535.0,True,0.0,True,JD-Core-1.0.0,897.0
18313,Bukkit/javac/org/bukkit/material/Redstone,True,0.0,5.0,True,0.0,,JD-Core-1.0.0,942.0
18314,Bukkit/javac/org/bukkit/material/TrapDoor,True,65.0,753.0,False,,False,JD-Core-1.0.0,902.0
18315,Bukkit/javac/org/bukkit/material/ExtendedRails,True,13.0,462.0,True,0.0,True,JD-Core-1.0.0,941.0
18316,Bukkit/javac/org/bukkit/material/Gate,True,82.0,710.0,True,11.0,True,JD-Core-1.0.0,951.0
18317,Bukkit/javac/org/bukkit/material/Button,True,43.0,619.0,True,0.0,True,JD-Core-1.0.0,952.0
18318,Bukkit/javac/org/bukkit/material/Lever,True,101.0,877.0,True,114.0,True,JD-Core-1.0.0,900.0
18319,Bukkit/javac/org/bukkit/material/Chest,True,7.0,211.0,True,0.0,True,JD-Core-1.0.0,914.0
18320,Bukkit/javac/org/bukkit/material/Attachable,True,0.0,8.0,True,0.0,,JD-Core-1.0.0,945.0
18321,Bukkit/javac/org/bukkit/material/Mushroom,True,130.0,1481.0,True,0.0,True,JD-Core-1.0.0,943.0
18322,Bukkit/javac/org/bukkit/material/Ladder,True,7.0,416.0,True,0.0,True,JD-Core-1.0.0,953.0
18323,Bukkit/javac/org/bukkit/material/Dispenser,True,61.0,531.0,False,,False,JD-Core-1.0.0,934.0
18324,Bukkit/javac/org/bukkit/material/WoodenStep,True,7.0,550.0,True,0.0,True,JD-Core-1.0.0,910.0
18325,Bukkit/javac/org/bukkit/material/DetectorRail,True,10.0,283.0,True,0.0,True,JD-Core-1.0.0,901.0
18326,Bukkit/javac/org/bukkit/material/CocoaPlant,True,18.0,911.0,False,,False,JD-Core-1.0.0,929.0
18327,Bukkit/javac/org/bukkit/material/Wool,True,8.0,334.0,True,0.0,True,JD-Core-1.0.0,924.0
18328,Bukkit/javac/org/bukkit/material/Sandstone,True,8.0,331.0,True,0.0,True,JD-Core-1.0.0,931.0
18329,Bukkit/javac/org/bukkit/material/Stairs,True,54.0,668.0,False,,False,JD-Core-1.0.0,947.0
18330,Bukkit/javac/org/bukkit/material/FlowerPot,True,10.0,1119.0,True,0.0,True,JD-Core-1.0.0,895.0
18331,Bukkit/javac/org/bukkit/material/PressureSensor,True,0.0,5.0,True,0.0,,JD-Core-1.0.0,919.0
18332,Bukkit/javac/org/bukkit/material/Bed,True,59.0,686.0,False,,False,JD-Core-1.0.0,926.0
18333,Bukkit/javac/org/bukkit/material/Cake,True,2.0,428.0,True,0.0,True,JD-Core-1.0.0,954.0
18334,Bukkit/javac/org/bukkit/material/SimpleAttachableMaterialData,True,2.0,365.0,True,0.0,True,JD-Core-1.0.0,936.0
18335,Bukkit/javac/org/bukkit/material/DirectionalContainer,True,48.0,449.0,False,,False,JD-Core-1.0.0,912.0
18336,Bukkit/javac/org/bukkit/material/PressurePlate,True,2.0,262.0,True,0.0,True,JD-Core-1.0.0,925.0
18337,Bukkit/javac/org/bukkit/material/PoweredRail,True,10.0,283.0,True,0.0,True,JD-Core-1.0.0,909.0
18338,Bukkit/javac/org/bukkit/material/Torch,True,54.0,448.0,False,,False,JD-Core-1.0.0,950.0
18339,Bukkit/javac/org/bukkit/material/Command,True,11.0,358.0,True,0.0,True,JD-Core-1.0.0,932.0
18340,Bukkit/javac/org/bukkit/material/PistonBaseMaterial,True,58.0,632.0,True,0.0,True,JD-Core-1.0.0,921.0
18341,Bukkit/javac/org/bukkit/material/TripwireHook,True,26.0,757.0,False,,False,JD-Core-1.0.0,898.0
18342,Bukkit/javac/org/bukkit/material/Crops,True,8.0,331.0,True,0.0,True,JD-Core-1.0.0,908.0
18343,Bukkit/javac/org/bukkit/material/Skull,True,62.0,546.0,False,,False,JD-Core-1.0.0,928.0
18344,Bukkit/javac/org/bukkit/material/SmoothBrick,True,8.0,445.0,True,0.0,True,JD-Core-1.0.0,933.0
