,Class,isDecompilable,distanceToOriginal,nbNodesOriginal,isRecompilable,bytecodeDistance,passTests,Compilo,Match
0,mimecraft/eclipse/com/squareup/mimecraft/Part,True,674.0,3609.0,True,4.0,,Fernflower,1685.0
1,mimecraft/eclipse/com/squareup/mimecraft/Multipart,True,213.0,1780.0,False,,False,Fernflower,1684.0
2,mimecraft/eclipse/com/squareup/mimecraft/Utils,True,0.0,363.0,True,0.0,True,Fernflower,1682.0
3,mimecraft/eclipse/com/squareup/mimecraft/FormEncoding,True,92.0,633.0,True,10.0,False,Fernflower,1683.0
4,commons-imaging/javac/org/apache/commons/imaging/ImageParser,True,257.0,3530.0,False,,False,JADX-0.9.0,2521.0
5,commons-imaging/javac/org/apache/commons/imaging/palette/QuantizedPalette,True,83.0,910.0,True,28.0,True,JADX-0.9.0,2545.0
6,commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutImplementation,True,2.0,31.0,True,0.0,,JADX-0.9.0,2543.0
7,commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutLongestAxisImplementation,True,298.0,1753.0,False,,False,JADX-0.9.0,2544.0
8,commons-imaging/javac/org/apache/commons/imaging/palette/ColorComponent,True,3.0,174.0,True,0.0,True,JADX-0.9.0,2551.0
9,commons-imaging/javac/org/apache/commons/imaging/palette/PaletteFactory,True,765.0,6578.0,False,,False,JADX-0.9.0,2541.0
10,commons-imaging/javac/org/apache/commons/imaging/palette/ColorGroupCut,True,34.0,249.0,True,4.0,True,JADX-0.9.0,2550.0
11,commons-imaging/javac/org/apache/commons/imaging/palette/package-info,False,,,False,,,JADX-0.9.0,
12,commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutPalette,True,7.0,160.0,True,0.0,True,JADX-0.9.0,2547.0
13,commons-imaging/javac/org/apache/commons/imaging/palette/Palette,True,4.0,216.0,True,0.0,,JADX-0.9.0,2542.0
14,commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutQuantizer,True,119.0,1815.0,True,127.0,True,JADX-0.9.0,2553.0
15,commons-imaging/javac/org/apache/commons/imaging/palette/Dithering,True,101.0,1745.0,True,158.0,True,JADX-0.9.0,2540.0
16,commons-imaging/javac/org/apache/commons/imaging/palette/ColorSpaceSubset,True,491.0,4040.0,False,,False,JADX-0.9.0,2552.0
17,commons-imaging/javac/org/apache/commons/imaging/palette/ColorCount,True,34.0,347.0,True,20.0,True,JADX-0.9.0,2546.0
18,commons-imaging/javac/org/apache/commons/imaging/palette/ColorGroup,True,324.0,2630.0,True,137.0,True,JADX-0.9.0,2550.0
19,commons-imaging/javac/org/apache/commons/imaging/palette/SimplePalette,True,17.0,318.0,True,0.0,True,JADX-0.9.0,2548.0
20,commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutMostPopulatedBoxesImplementation,True,242.0,1801.0,False,,False,JADX-0.9.0,2549.0
21,commons-imaging/javac/org/apache/commons/imaging/FormatCompliance,True,89.0,1921.0,True,15.0,True,JADX-0.9.0,2522.0
22,commons-imaging/javac/org/apache/commons/imaging/formats/ico/IcoImageParser,True,1695.0,11148.0,False,,False,JADX-0.9.0,2786.0
23,commons-imaging/javac/org/apache/commons/imaging/formats/ico/package-info,False,,,False,,,JADX-0.9.0,
24,commons-imaging/javac/org/apache/commons/imaging/formats/wbmp/WbmpImageParser,True,394.0,3300.0,False,,False,JADX-0.9.0,2638.0
25,commons-imaging/javac/org/apache/commons/imaging/formats/wbmp/package-info,False,,,False,,,JADX-0.9.0,
26,commons-imaging/javac/org/apache/commons/imaging/formats/xbm/package-info,False,,,False,,,JADX-0.9.0,
27,commons-imaging/javac/org/apache/commons/imaging/formats/xbm/XbmImageParser,True,640.0,5616.0,False,,False,JADX-0.9.0,2637.0
28,commons-imaging/javac/org/apache/commons/imaging/formats/gif/GifHeaderInfo,True,17.0,522.0,True,0.0,True,JADX-0.9.0,2791.0
29,commons-imaging/javac/org/apache/commons/imaging/formats/gif/ImageContents,True,4.0,137.0,True,0.0,True,JADX-0.9.0,2788.0
30,commons-imaging/javac/org/apache/commons/imaging/formats/gif/package-info,False,,,False,,,JADX-0.9.0,
31,commons-imaging/javac/org/apache/commons/imaging/formats/gif/GifBlock,True,1.0,46.0,True,0.0,True,JADX-0.9.0,2794.0
32,commons-imaging/javac/org/apache/commons/imaging/formats/gif/GenericGifBlock,True,26.0,363.0,True,1.0,True,JADX-0.9.0,2793.0
33,commons-imaging/javac/org/apache/commons/imaging/formats/gif/ImageDescriptor,True,17.0,430.0,True,0.0,True,JADX-0.9.0,2792.0
34,commons-imaging/javac/org/apache/commons/imaging/formats/gif/GraphicControlExtension,True,7.0,196.0,True,0.0,True,JADX-0.9.0,2789.0
35,commons-imaging/javac/org/apache/commons/imaging/formats/gif/GifImageParser,True,1481.0,13214.0,False,,False,JADX-0.9.0,2790.0
36,commons-imaging/javac/org/apache/commons/imaging/formats/tga/TgaConstants,False,,,False,,,JADX-0.9.0,
37,commons-imaging/javac/org/apache/commons/imaging/formats/tga/TgaImageParser,False,,,False,,,JADX-0.9.0,
38,commons-imaging/javac/org/apache/commons/imaging/formats/rgbe/package-info,False,,,False,,,JADX-0.9.0,
39,commons-imaging/javac/org/apache/commons/imaging/formats/rgbe/InfoHeaderReader,True,26.0,220.0,True,22.0,True,JADX-0.9.0,2644.0
40,commons-imaging/javac/org/apache/commons/imaging/formats/rgbe/RgbeImageParser,True,148.0,1141.0,False,,False,JADX-0.9.0,2645.0
41,commons-imaging/javac/org/apache/commons/imaging/formats/rgbe/RgbeInfo,True,231.0,2251.0,True,174.0,True,JADX-0.9.0,2643.0
42,commons-imaging/javac/org/apache/commons/imaging/formats/psd/ImageResourceType,True,3.0,2338.0,True,0.0,,JADX-0.9.0,2737.0
43,commons-imaging/javac/org/apache/commons/imaging/formats/psd/ImageResourceBlock,True,10.0,242.0,True,0.0,True,JADX-0.9.0,2736.0
44,commons-imaging/javac/org/apache/commons/imaging/formats/psd/dataparsers/DataParserGrayscale,True,27.0,234.0,True,16.0,,JADX-0.9.0,2742.0
45,commons-imaging/javac/org/apache/commons/imaging/formats/psd/dataparsers/DataParserBitmap,True,32.0,276.0,True,18.0,,JADX-0.9.0,2739.0
46,commons-imaging/javac/org/apache/commons/imaging/formats/psd/dataparsers/DataParserIndexed,True,129.0,522.0,True,74.0,,JADX-0.9.0,2742.0
47,commons-imaging/javac/org/apache/commons/imaging/formats/psd/dataparsers/DataParserCmyk,True,61.0,445.0,True,38.0,,JADX-0.9.0,2742.0
48,commons-imaging/javac/org/apache/commons/imaging/formats/psd/dataparsers/DataParser,True,42.0,320.0,False,,False,JADX-0.9.0,2742.0
49,commons-imaging/javac/org/apache/commons/imaging/formats/psd/dataparsers/DataParserLab,True,36.0,314.0,True,26.0,,JADX-0.9.0,2741.0
50,commons-imaging/javac/org/apache/commons/imaging/formats/psd/dataparsers/DataParserRgb,True,40.0,356.0,True,42.0,True,JADX-0.9.0,2742.0
51,commons-imaging/javac/org/apache/commons/imaging/formats/psd/dataparsers/DataParserStub,True,7.0,73.0,True,4.0,,JADX-0.9.0,2740.0
52,commons-imaging/javac/org/apache/commons/imaging/formats/psd/ImageContents,True,33.0,723.0,True,0.0,True,JADX-0.9.0,2734.0
53,commons-imaging/javac/org/apache/commons/imaging/formats/psd/PsdImageParser,True,1039.0,7226.0,False,,False,JADX-0.9.0,2735.0
54,commons-imaging/javac/org/apache/commons/imaging/formats/psd/PsdHeaderInfo,True,46.0,1080.0,True,1.0,True,JADX-0.9.0,2738.0
55,commons-imaging/javac/org/apache/commons/imaging/formats/psd/package-info,False,,,False,,,JADX-0.9.0,
56,commons-imaging/javac/org/apache/commons/imaging/formats/psd/datareaders/DataReader,True,2.0,71.0,True,0.0,True,JADX-0.9.0,2748.0
57,commons-imaging/javac/org/apache/commons/imaging/formats/psd/datareaders/UncompressedDataReader,True,98.0,547.0,False,,,JADX-0.9.0,2747.0
58,commons-imaging/javac/org/apache/commons/imaging/formats/psd/datareaders/CompressedDataReader,True,147.0,839.0,False,,False,JADX-0.9.0,2749.0
59,commons-imaging/javac/org/apache/commons/imaging/formats/package-info,False,,,False,,,JADX-0.9.0,
60,commons-imaging/javac/org/apache/commons/imaging/formats/png/GammaCorrection,True,104.0,763.0,True,48.0,True,JADX-0.9.0,2757.0
61,commons-imaging/javac/org/apache/commons/imaging/formats/png/transparencyfilters/TransparencyFilterTrueColor,True,30.0,399.0,True,30.0,True,JADX-0.9.0,2778.0
62,commons-imaging/javac/org/apache/commons/imaging/formats/png/transparencyfilters/TransparencyFilter,True,2.0,82.0,True,0.0,True,JADX-0.9.0,2778.0
63,commons-imaging/javac/org/apache/commons/imaging/formats/png/transparencyfilters/TransparencyFilterGrayscale,True,28.0,206.0,True,11.0,True,JADX-0.9.0,2777.0
64,commons-imaging/javac/org/apache/commons/imaging/formats/png/transparencyfilters/TransparencyFilterIndexedColor,True,48.0,228.0,True,33.0,True,JADX-0.9.0,2776.0
65,commons-imaging/javac/org/apache/commons/imaging/formats/png/PngImageParser,True,681.0,8903.0,False,,False,JADX-0.9.0,2761.0
66,commons-imaging/javac/org/apache/commons/imaging/formats/png/PngImageInfo,True,22.0,275.0,True,0.0,True,JADX-0.9.0,2752.0
67,commons-imaging/javac/org/apache/commons/imaging/formats/png/PngWriter,True,984.0,8245.0,False,,False,JADX-0.9.0,2764.0
68,commons-imaging/javac/org/apache/commons/imaging/formats/png/ColorType,True,28.0,839.0,True,20.0,True,JADX-0.9.0,2751.0
69,commons-imaging/javac/org/apache/commons/imaging/formats/png/PngCrc,True,98.0,691.0,True,52.0,True,JADX-0.9.0,2754.0
70,commons-imaging/javac/org/apache/commons/imaging/formats/png/ScanExpediter,True,376.0,2628.0,False,,False,JADX-0.9.0,2756.0
71,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngTextChunk,True,6.0,86.0,True,0.0,True,JADX-0.9.0,2767.0
72,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkText,True,43.0,561.0,True,18.0,True,JADX-0.9.0,2765.0
73,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkIhdr,True,43.0,716.0,True,17.0,True,JADX-0.9.0,2772.0
74,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkGama,True,16.0,215.0,True,8.0,True,JADX-0.9.0,2772.0
75,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkPlte,True,62.0,823.0,True,51.0,True,JADX-0.9.0,2772.0
76,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkIdat,True,0.0,71.0,True,0.0,True,JADX-0.9.0,2771.0
77,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkPhys,True,10.0,314.0,True,0.0,True,JADX-0.9.0,2770.0
78,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkZtxt,True,40.0,618.0,True,29.0,True,JADX-0.9.0,2766.0
79,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkItxt,True,105.0,1226.0,True,131.0,True,JADX-0.9.0,2769.0
80,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunk,True,88.0,674.0,True,32.0,True,JADX-0.9.0,2772.0
81,commons-imaging/javac/org/apache/commons/imaging/formats/png/chunks/PngChunkIccp,True,36.0,925.0,True,0.0,,JADX-0.9.0,2768.0
82,commons-imaging/javac/org/apache/commons/imaging/formats/png/ChunkType,True,33.0,459.0,False,,False,JADX-0.9.0,2760.0
83,commons-imaging/javac/org/apache/commons/imaging/formats/png/InterlaceMethod,True,3.0,113.0,True,0.0,True,JADX-0.9.0,2755.0
84,commons-imaging/javac/org/apache/commons/imaging/formats/png/PngText,True,93.0,277.0,False,,False,JADX-0.9.0,2750.0
85,commons-imaging/javac/org/apache/commons/imaging/formats/png/ScanExpediterSimple,True,51.0,440.0,True,52.0,True,JADX-0.9.0,2756.0
86,commons-imaging/javac/org/apache/commons/imaging/formats/png/package-info,False,,,False,,,JADX-0.9.0,
87,commons-imaging/javac/org/apache/commons/imaging/formats/png/FilterType,True,0.0,82.0,True,0.0,True,JADX-0.9.0,2762.0
88,commons-imaging/javac/org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,True,100.0,1003.0,True,133.0,,JADX-0.9.0,2756.0
89,commons-imaging/javac/org/apache/commons/imaging/formats/png/BitParser,True,125.0,829.0,True,36.0,True,JADX-0.9.0,2753.0
90,commons-imaging/javac/org/apache/commons/imaging/formats/png/PngConstants,True,7.0,125.0,True,0.0,,JADX-0.9.0,2763.0
91,commons-imaging/javac/org/apache/commons/imaging/formats/png/scanlinefilters/ScanlineFilterUp,True,4.0,224.0,True,0.0,True,JADX-0.9.0,2782.0
92,commons-imaging/javac/org/apache/commons/imaging/formats/png/scanlinefilters/ScanlineFilter,True,0.0,44.0,True,0.0,,JADX-0.9.0,2783.0
93,commons-imaging/javac/org/apache/commons/imaging/formats/png/scanlinefilters/ScanlineFilterAverage,True,31.0,363.0,True,24.0,True,JADX-0.9.0,2783.0
94,commons-imaging/javac/org/apache/commons/imaging/formats/png/scanlinefilters/ScanlineFilterSub,True,9.0,284.0,True,0.0,True,JADX-0.9.0,2783.0
95,commons-imaging/javac/org/apache/commons/imaging/formats/png/scanlinefilters/ScanlineFilterPaeth,True,46.0,672.0,True,28.0,True,JADX-0.9.0,2781.0
96,commons-imaging/javac/org/apache/commons/imaging/formats/png/scanlinefilters/ScanlineFilterNone,True,4.0,120.0,True,0.0,True,JADX-0.9.0,2780.0
97,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffField,True,678.0,7059.0,False,,False,JADX-0.9.0,2650.0
98,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffReader,True,834.0,5493.0,False,,False,JADX-0.9.0,2649.0
99,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoXpString,True,30.0,291.0,True,30.0,True,JADX-0.9.0,2662.0
100,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoGpsText,True,139.0,2502.0,False,,False,JADX-0.9.0,2662.0
101,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoLong,True,17.0,228.0,True,0.0,True,JADX-0.9.0,2662.0
102,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoByteOrShort,True,8.0,139.0,True,0.0,True,JADX-0.9.0,2662.0
103,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoSLong,True,8.0,168.0,True,0.0,True,JADX-0.9.0,2662.0
104,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoDouble,True,8.0,168.0,True,0.0,True,JADX-0.9.0,2662.0
105,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoAny,True,4.0,54.0,True,0.0,True,JADX-0.9.0,2662.0
106,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoDirectory,True,4.0,54.0,True,0.0,True,JADX-0.9.0,2662.0
107,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoShort,True,8.0,168.0,True,0.0,True,JADX-0.9.0,2659.0
108,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoAsciiOrByte,True,4.0,58.0,True,0.0,True,JADX-0.9.0,2658.0
109,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoShortOrLong,True,17.0,232.0,True,0.0,True,JADX-0.9.0,2659.0
110,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoUndefined,True,4.0,54.0,True,0.0,True,JADX-0.9.0,2662.0
111,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoFloat,True,8.0,168.0,True,0.0,True,JADX-0.9.0,2662.0
112,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoAscii,True,99.0,635.0,False,,False,JADX-0.9.0,2658.0
113,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoSRational,True,8.0,168.0,True,0.0,True,JADX-0.9.0,2662.0
114,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoSShort,True,8.0,168.0,True,0.0,True,JADX-0.9.0,2656.0
115,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoSByte,True,6.0,82.0,True,0.0,,JADX-0.9.0,2662.0
116,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoByte,True,16.0,200.0,True,0.0,True,JADX-0.9.0,2662.0
117,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoRational,True,8.0,168.0,True,0.0,True,JADX-0.9.0,2662.0
118,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoUnknown,True,4.0,54.0,True,0.0,True,JADX-0.9.0,2662.0
119,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoShortOrLongOrRational,True,12.0,225.0,True,0.0,True,JADX-0.9.0,2659.0
120,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoAsciiOrRational,True,4.0,58.0,True,0.0,True,JADX-0.9.0,2657.0
121,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoLongOrIFD,True,17.0,228.0,True,0.0,True,JADX-0.9.0,2662.0
122,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfo,True,99.0,1051.0,False,,False,JADX-0.9.0,2662.0
123,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoShortOrRational,True,8.0,172.0,True,0.0,True,JADX-0.9.0,2659.0
124,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffDirectory,True,959.0,7626.0,False,,False,JADX-0.9.0,2652.0
125,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffContents,True,41.0,907.0,True,27.0,True,JADX-0.9.0,2648.0
126,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffHeader,True,8.0,158.0,True,0.0,True,JADX-0.9.0,2651.0
127,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/TiffImageWriterLossless,True,428.0,4132.0,False,,False,JADX-0.9.0,2731.0
128,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/TiffImageWriterLossy,True,58.0,529.0,False,,False,JADX-0.9.0,2726.0
129,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/ImageDataOffsets,True,16.0,257.0,True,12.0,True,JADX-0.9.0,2725.0
130,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/TiffOutputField,True,138.0,1709.0,True,26.0,True,JADX-0.9.0,2727.0
131,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/TiffOutputSummary,True,76.0,681.0,False,,False,JADX-0.9.0,2728.0
132,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/TiffImageWriterBase,True,750.0,7085.0,False,,False,JADX-0.9.0,2733.0
133,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/TiffOutputSet,True,271.0,2586.0,False,,False,JADX-0.9.0,2732.0
134,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/TiffOutputItem,True,119.0,613.0,False,,False,JADX-0.9.0,2730.0
135,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/write/TiffOutputDirectory,True,1259.0,9015.0,False,,False,JADX-0.9.0,2729.0
136,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/package-info,False,,,False,,,JADX-0.9.0,
137,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/GpsTagConstants,True,67.0,1805.0,False,,,JADX-0.9.0,2703.0
138,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/GeoTiffTagConstants,True,13.0,409.0,False,,,JADX-0.9.0,2704.0
139,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/TiffTagConstants,True,163.0,4666.0,False,,,JADX-0.9.0,2705.0
140,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/TiffDirectoryType,True,137.0,613.0,False,,False,JADX-0.9.0,2723.0
141,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/AliasSketchbookProTagConstants,True,1.0,106.0,False,,,JADX-0.9.0,2721.0
142,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/MicrosoftTagConstants,True,11.0,409.0,False,,,JADX-0.9.0,2702.0
143,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/ExifTagConstants,True,306.0,7451.0,False,,,JADX-0.9.0,2710.0
144,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/GdalLibraryTagConstants,True,2.0,159.0,False,,,JADX-0.9.0,2720.0
145,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/TagConstantsUtils,True,66.0,438.0,True,70.0,True,JADX-0.9.0,2701.0
146,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/MicrosoftHdPhotoTagConstants,True,65.0,2359.0,False,,,JADX-0.9.0,2706.0
147,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/MolecularDynamicsGelTagConstants,True,12.0,462.0,False,,,JADX-0.9.0,2707.0
148,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/AllTagConstants,True,58.0,171.0,True,0.0,,JADX-0.9.0,2713.0
149,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/OceScanjobTagConstants,True,2.0,265.0,False,,,JADX-0.9.0,2715.0
150,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/AdobePhotoshopTagConstants,True,2.0,155.0,False,,,JADX-0.9.0,2716.0
151,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/HylaFaxTagConstants,True,7.0,250.0,False,,,JADX-0.9.0,2717.0
152,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/TiffEpTagConstants,True,38.0,1121.0,False,,,JADX-0.9.0,2711.0
153,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,True,18.0,437.0,False,,,JADX-0.9.0,2709.0
154,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/DcfTagConstants,True,11.0,270.0,False,,,JADX-0.9.0,2722.0
155,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/DngTagConstants,True,195.0,4589.0,False,,,JADX-0.9.0,2708.0
156,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/WangTagConstants,True,1.0,106.0,False,,,JADX-0.9.0,2712.0
157,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/Rfc2301TagConstants,True,30.0,839.0,False,,,JADX-0.9.0,2714.0
158,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/Tiff4TagConstants,True,2.0,142.0,False,,,JADX-0.9.0,2719.0
159,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/TiffConstants,True,15.0,225.0,True,0.0,,JADX-0.9.0,2724.0
160,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/constants/TiffDirectoryConstants,True,6.0,148.0,True,0.0,,JADX-0.9.0,2718.0
161,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeShort,True,35.0,560.0,True,2.0,True,JADX-0.9.0,2697.0
162,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeRational,True,95.0,852.0,True,54.0,True,JADX-0.9.0,2697.0
163,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeAscii,True,190.0,1531.0,False,,False,JADX-0.9.0,2697.0
164,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeDouble,True,35.0,560.0,True,2.0,True,JADX-0.9.0,2695.0
165,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeLong,True,39.0,544.0,True,2.0,True,JADX-0.9.0,2694.0
166,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeFloat,True,35.0,560.0,True,2.0,True,JADX-0.9.0,2696.0
167,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldType,True,117.0,1435.0,False,,False,JADX-0.9.0,2697.0
168,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeByte,True,11.0,252.0,True,0.0,True,JADX-0.9.0,2693.0
169,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffImageMetadata,True,1139.0,6558.0,False,,False,JADX-0.9.0,2646.0
170,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/JpegImageData,True,11.0,102.0,True,0.0,True,JADX-0.9.0,2647.0
171,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffElement,True,129.0,556.0,False,,False,JADX-0.9.0,2655.0
172,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffImageData,True,369.0,1175.0,False,,,JADX-0.9.0,2653.0
173,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/TiffImageParser,True,667.0,7285.0,False,,False,JADX-0.9.0,2654.0
174,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterLogLuv,True,284.0,1635.0,True,250.0,,JADX-0.9.0,2682.0
175,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterPalette,True,53.0,532.0,True,62.0,True,JADX-0.9.0,2681.0
176,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterCmyk,True,48.0,283.0,True,40.0,True,JADX-0.9.0,2682.0
177,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterCieLab,True,42.0,261.0,True,18.0,,JADX-0.9.0,2682.0
178,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterRgb,True,55.0,291.0,True,52.0,True,JADX-0.9.0,2682.0
179,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterYCbCr,True,140.0,1007.0,True,134.0,,JADX-0.9.0,2682.0
180,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterBiLevel,True,49.0,353.0,True,40.0,True,JADX-0.9.0,2682.0
181,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreter,True,7.0,227.0,True,0.0,True,JADX-0.9.0,2682.0
182,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/datareaders/DataReaderStrips,True,677.0,3335.0,True,272.0,True,JADX-0.9.0,2689.0
183,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/datareaders/BitInputStream,True,188.0,1651.0,True,12.0,True,JADX-0.9.0,2690.0
184,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/datareaders/DataReader,True,179.0,2060.0,True,190.0,True,JADX-0.9.0,2689.0
185,commons-imaging/javac/org/apache/commons/imaging/formats/tiff/datareaders/DataReaderTiled,True,530.0,3376.0,True,404.0,True,JADX-0.9.0,2689.0
186,commons-imaging/javac/org/apache/commons/imaging/formats/pnm/PpmWriter,True,34.0,910.0,True,6.0,True,JADX-0.9.0,2798.0
187,commons-imaging/javac/org/apache/commons/imaging/formats/pnm/PnmImageParser,True,435.0,4072.0,False,,False,JADX-0.9.0,2802.0
188,commons-imaging/javac/org/apache/commons/imaging/formats/pnm/PamWriter,True,48.0,857.0,True,30.0,True,JADX-0.9.0,2804.0
189,commons-imaging/javac/org/apache/commons/imaging/formats/pnm/WhiteSpaceReader,True,15.0,567.0,True,10.0,True,JADX-0.9.0,2799.0
