Class,isDecompilable,distanceToOriginal,nbNodesOriginal,isRecompilable,bytecodeDistance,passTests,nbAttempt
com/squareup/javawriter/JavaWriter,true,3191,12062,true,77,false,1
com/squareup/javawriter/StringLiteral,true,45,768,true,10,true,1
