Class,CFR-0.141,Dava-3.3.0,Fernflower,JADX-0.9.0,JD-Core-1.0.0,JD-GUI-1.4.1,Jode-1.1.2-pre1,Krakatau,Procyon-0.5.34
Bukkit/eclipse/org/bukkit/material/PressurePlate,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/PressureSensor,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/material/Pumpkin,False,False,True,True,False,False,False,False,True
Bukkit/eclipse/org/bukkit/material/Rails,False,False,True,False,False,False,False,False,True
Bukkit/eclipse/org/bukkit/material/Redstone,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/material/RedstoneTorch,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/RedstoneWire,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/Sandstone,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/Sign,False,False,True,True,False,False,False,False,True
Bukkit/eclipse/org/bukkit/material/SimpleAttachableMaterialData,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/Skull,False,False,True,True,False,False,False,False,True
Bukkit/eclipse/org/bukkit/material/SmoothBrick,True,False,True,False,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/SpawnEgg,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/Stairs,False,False,True,True,False,False,False,False,True
Bukkit/eclipse/org/bukkit/material/Step,True,False,True,False,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/TexturedMaterial,True,False,True,False,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/Torch,False,False,True,True,False,False,False,False,True
Bukkit/eclipse/org/bukkit/material/TrapDoor,False,False,True,True,False,True,False,False,True
Bukkit/eclipse/org/bukkit/material/Tree,False,False,True,True,False,False,False,False,True
Bukkit/eclipse/org/bukkit/material/Tripwire,True,False,True,True,False,True,False,False,True
Bukkit/eclipse/org/bukkit/material/TripwireHook,False,False,True,True,False,True,False,False,True
Bukkit/eclipse/org/bukkit/material/Vine,False,False,True,True,False,True,False,False,True
Bukkit/eclipse/org/bukkit/material/WoodenStep,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/material/Wool,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/metadata/FixedMetadataValue,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/metadata/LazyMetadataValue,True,False,False,False,True,False,False,False,True
Bukkit/eclipse/org/bukkit/metadata/MetadataConversionException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/metadata/MetadataEvaluationException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/metadata/MetadataStore,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/metadata/MetadataStoreBase,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/metadata/MetadataValue,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/metadata/MetadataValueAdapter,True,True,True,True,True,True,True,True,False
Bukkit/eclipse/org/bukkit/metadata/Metadatable,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/permissions/Permissible,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/permissions/PermissibleBase,True,False,False,False,False,False,True,False,True
Bukkit/eclipse/org/bukkit/permissions/Permission,True,False,True,True,True,True,True,False,True
Bukkit/eclipse/org/bukkit/permissions/PermissionAttachment,True,False,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/permissions/PermissionAttachmentInfo,True,False,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/permissions/PermissionDefault,False,False,True,False,False,False,False,False,True
Bukkit/eclipse/org/bukkit/permissions/PermissionRemovedExecutor,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/permissions/ServerOperator,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/AuthorNagException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/EventExecutor,True,True,True,True,True,True,True,False,True
Bukkit/eclipse/org/bukkit/plugin/IllegalPluginAccessException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/InvalidDescriptionException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/InvalidPluginException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/Plugin,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/PluginAwareness,True,False,False,False,True,False,False,False,True
Bukkit/eclipse/org/bukkit/plugin/PluginBase,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/PluginDescriptionFile,False,False,False,False,False,False,False,False,False
Bukkit/eclipse/org/bukkit/plugin/PluginLoadOrder,True,False,True,True,False,True,False,False,True
Bukkit/eclipse/org/bukkit/plugin/PluginLoader,True,False,False,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/plugin/PluginLogger,True,False,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/PluginManager,True,False,False,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/plugin/RegisteredListener,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/RegisteredServiceProvider,True,False,False,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/plugin/ServicePriority,True,False,True,True,False,True,False,False,True
Bukkit/eclipse/org/bukkit/plugin/ServicesManager,True,False,False,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/plugin/SimplePluginManager,True,False,False,False,False,False,True,False,False
Bukkit/eclipse/org/bukkit/plugin/SimpleServicesManager,False,False,True,False,False,False,False,False,False
Bukkit/eclipse/org/bukkit/plugin/TimedRegisteredListener,False,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/plugin/UnknownDependencyException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/java/JavaPlugin,False,False,True,False,False,False,False,False,True
Bukkit/eclipse/org/bukkit/plugin/java/JavaPluginLoader,False,False,False,False,False,False,False,False,True
Bukkit/eclipse/org/bukkit/plugin/java/PluginClassLoader,False,False,True,True,False,False,False,False,True
Bukkit/eclipse/org/bukkit/plugin/messaging/ChannelNameTooLongException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/messaging/ChannelNotRegisteredException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/messaging/MessageTooLargeException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/messaging/Messenger,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/messaging/PluginChannelDirection,True,False,True,True,False,True,True,False,True
Bukkit/eclipse/org/bukkit/plugin/messaging/PluginMessageListener,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/messaging/PluginMessageListenerRegistration,True,False,False,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/messaging/PluginMessageRecipient,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/messaging/ReservedChannelException,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/plugin/messaging/StandardMessenger,True,False,True,True,False,True,False,False,False
Bukkit/eclipse/org/bukkit/potion/Potion,True,False,False,False,False,False,False,False,False
Bukkit/eclipse/org/bukkit/potion/PotionBrewer,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/potion/PotionEffect,False,False,False,False,False,False,True,False,False
Bukkit/eclipse/org/bukkit/potion/PotionEffectType,True,True,True,True,True,False,True,True,True
Bukkit/eclipse/org/bukkit/potion/PotionEffectTypeWrapper,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/potion/PotionType,True,False,True,True,False,False,False,False,True
Bukkit/eclipse/org/bukkit/projectiles/BlockProjectileSource,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/projectiles/ProjectileSource,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scheduler/BukkitRunnable,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scheduler/BukkitScheduler,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scheduler/BukkitTask,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scheduler/BukkitWorker,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scoreboard/Criterias,True,False,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scoreboard/DisplaySlot,True,False,True,True,False,True,False,False,True
Bukkit/eclipse/org/bukkit/scoreboard/Objective,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scoreboard/Score,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scoreboard/Scoreboard,True,False,False,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/scoreboard/ScoreboardManager,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/scoreboard/Team,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/util/BlockIterator,True,False,True,True,True,True,False,False,True
Bukkit/eclipse/org/bukkit/util/BlockVector,True,False,True,True,True,True,False,False,False
Bukkit/eclipse/org/bukkit/util/CachedServerIcon,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/util/ChatPaginator,False,False,False,False,False,False,True,False,True
Bukkit/eclipse/org/bukkit/util/FileUtil,True,False,True,False,False,False,False,False,True
Bukkit/eclipse/org/bukkit/util/Java15Compat,False,False,False,False,False,False,False,False,True
Bukkit/eclipse/org/bukkit/util/NumberConversions,True,False,True,False,True,False,True,True,True
Bukkit/eclipse/org/bukkit/util/StringUtil,True,False,False,True,False,True,False,False,True
Bukkit/eclipse/org/bukkit/util/Vector,True,False,False,True,True,False,False,False,False
Bukkit/eclipse/org/bukkit/util/io/BukkitObjectInputStream,True,True,True,False,False,False,True,False,True
Bukkit/eclipse/org/bukkit/util/io/BukkitObjectOutputStream,True,False,True,True,False,True,True,False,True
Bukkit/eclipse/org/bukkit/util/io/Wrapper,True,False,False,True,True,False,False,False,False
Bukkit/eclipse/org/bukkit/util/noise/NoiseGenerator,True,True,True,True,False,True,True,True,True
Bukkit/eclipse/org/bukkit/util/noise/OctaveGenerator,True,False,True,True,False,True,True,True,True
Bukkit/eclipse/org/bukkit/util/noise/PerlinNoiseGenerator,True,True,True,False,True,True,True,True,True
Bukkit/eclipse/org/bukkit/util/noise/PerlinOctaveGenerator,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/util/noise/SimplexNoiseGenerator,True,False,True,False,True,False,True,False,True
Bukkit/eclipse/org/bukkit/util/noise/SimplexOctaveGenerator,True,False,True,True,False,True,True,True,True
Bukkit/eclipse/org/bukkit/util/permissions/BroadcastPermissions,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/util/permissions/CommandPermissions,True,True,True,True,True,True,True,True,True
Bukkit/eclipse/org/bukkit/util/permissions/DefaultPermissions,True,True,True,True,False,True,True,False,True
Bukkit/javac/org/bukkit/Achievement,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/Art,True,False,True,False,False,False,False,False,True
Bukkit/javac/org/bukkit/BanEntry,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/BanList,True,False,False,False,True,False,False,False,True
Bukkit/javac/org/bukkit/BlockChangeDelegate,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/Bukkit,True,False,False,True,True,True,False,False,True
Bukkit/javac/org/bukkit/ChatColor,True,False,True,False,False,False,False,False,True
Bukkit/javac/org/bukkit/Chunk,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/ChunkSnapshot,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/CoalType,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/Color,False,False,True,False,False,False,False,False,False
Bukkit/javac/org/bukkit/CropState,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/Difficulty,True,False,True,False,False,False,False,False,True
Bukkit/javac/org/bukkit/DyeColor,False,False,True,False,False,False,False,False,True
Bukkit/javac/org/bukkit/Effect,True,False,False,False,False,False,False,False,True
Bukkit/javac/org/bukkit/EntityEffect,True,False,True,False,False,False,False,False,True
Bukkit/javac/org/bukkit/FireworkEffect,False,False,False,False,False,False,False,False,False
Bukkit/javac/org/bukkit/GameMode,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/GrassSpecies,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/Instrument,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/Location,True,False,False,True,True,True,False,False,True
Bukkit/javac/org/bukkit/Material,True,False,False,False,False,False,False,False,True
Bukkit/javac/org/bukkit/NetherWartsState,True,False,True,True,False,True,False,False,True
Bukkit/javac/org/bukkit/Note,True,False,False,False,False,False,False,False,True
Bukkit/javac/org/bukkit/OfflinePlayer,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/PortalType,True,False,True,True,False,True,False,False,True
Bukkit/javac/org/bukkit/Rotation,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/SandstoneType,True,False,True,False,True,False,True,False,True
Bukkit/javac/org/bukkit/Server,True,False,False,True,True,True,False,False,True
Bukkit/javac/org/bukkit/SkullType,True,False,True,True,False,True,False,False,True
Bukkit/javac/org/bukkit/Sound,True,False,True,True,False,True,False,False,True
Bukkit/javac/org/bukkit/Statistic,True,False,False,False,False,False,False,False,True
Bukkit/javac/org/bukkit/TravelAgent,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/TreeSpecies,True,False,True,False,True,False,False,False,True
Bukkit/javac/org/bukkit/TreeType,True,False,True,True,False,True,False,False,True
Bukkit/javac/org/bukkit/UnsafeValues,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/Utility,True,False,True,True,True,True,False,False,True
Bukkit/javac/org/bukkit/Warning,False,False,False,False,False,False,False,False,False
Bukkit/javac/org/bukkit/WeatherType,True,False,True,True,False,True,False,False,True
Bukkit/javac/org/bukkit/World,True,False,False,False,False,False,False,False,False
Bukkit/javac/org/bukkit/WorldCreator,True,False,True,True,True,True,True,False,True
Bukkit/javac/org/bukkit/WorldType,True,False,True,False,False,False,False,False,True
Bukkit/javac/org/bukkit/block/Beacon,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/Biome,True,False,True,True,False,True,False,False,True
Bukkit/javac/org/bukkit/block/Block,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/BlockFace,True,False,False,False,False,False,False,False,True
Bukkit/javac/org/bukkit/block/BlockState,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/BrewingStand,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/Chest,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/CommandBlock,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/ContainerBlock,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/CreatureSpawner,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/Dispenser,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/DoubleChest,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/Dropper,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/Furnace,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/Hopper,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/Jukebox,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/NoteBlock,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/PistonMoveReaction,True,False,True,False,False,False,False,False,True
Bukkit/javac/org/bukkit/block/Sign,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/block/Skull,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/BlockCommandSender,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/Command,True,False,True,True,False,True,True,False,False
Bukkit/javac/org/bukkit/command/CommandException,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/CommandExecutor,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/CommandMap,True,False,False,True,True,True,False,False,True
Bukkit/javac/org/bukkit/command/CommandSender,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/ConsoleCommandSender,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/FormattedCommandAlias,True,True,True,True,True,False,True,True,True
Bukkit/javac/org/bukkit/command/MultipleCommandAlias,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/PluginCommand,True,True,True,False,True,True,True,True,True
Bukkit/javac/org/bukkit/command/PluginCommandYamlParser,True,False,True,True,True,True,True,False,True
Bukkit/javac/org/bukkit/command/PluginIdentifiableCommand,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/RemoteConsoleCommandSender,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/SimpleCommandMap,True,False,True,False,False,True,True,False,True
Bukkit/javac/org/bukkit/command/TabCommandExecutor,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/TabCompleter,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/TabExecutor,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/defaults/AchievementCommand,True,False,True,False,False,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/BanCommand,True,False,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/BanIpCommand,True,False,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/BanListCommand,True,False,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/BukkitCommand,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/defaults/ClearCommand,True,True,True,False,False,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/DefaultGameModeCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/DeopCommand,True,True,True,True,False,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/DifficultyCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/EffectCommand,True,False,True,True,False,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/EnchantCommand,True,False,True,True,False,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/ExpCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/GameModeCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/GameRuleCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/GiveCommand,True,True,True,False,False,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/HelpCommand,True,False,False,True,True,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/KickCommand,True,True,True,True,True,True,True,False,True
Bukkit/javac/org/bukkit/command/defaults/KillCommand,True,False,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/ListCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/MeCommand,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/defaults/OpCommand,True,True,True,True,False,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/PardonCommand,True,False,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/PardonIpCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/PlaySoundCommand,True,False,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/defaults/PluginsCommand,True,True,True,True,True,True,True,False,True
Bukkit/javac/org/bukkit/command/defaults/ReloadCommand,True,True,True,True,True,True,True,False,True
Bukkit/javac/org/bukkit/command/defaults/SaveCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/SaveOffCommand,True,True,True,True,False,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/SaveOnCommand,True,True,True,True,False,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/SayCommand,True,False,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/ScoreboardCommand,False,False,False,False,False,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/SeedCommand,True,True,True,True,True,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/SetIdleTimeoutCommand,True,True,True,True,False,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/SetWorldSpawnCommand,True,True,True,True,False,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/SpawnpointCommand,True,True,False,True,False,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/SpreadPlayersCommand,True,False,False,False,True,False,True,True,False
Bukkit/javac/org/bukkit/command/defaults/StopCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/TeleportCommand,True,False,True,True,True,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/TellCommand,True,True,True,True,True,True,True,False,True
Bukkit/javac/org/bukkit/command/defaults/TestForCommand,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/command/defaults/TimeCommand,True,True,True,True,True,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/TimingsCommand,True,False,True,True,False,True,False,False,False
Bukkit/javac/org/bukkit/command/defaults/ToggleDownfallCommand,True,True,True,True,True,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/VanillaCommand,True,True,True,True,False,True,True,True,True
Bukkit/javac/org/bukkit/command/defaults/VersionCommand,True,True,True,True,True,False,True,False,False
Bukkit/javac/org/bukkit/command/defaults/WeatherCommand,True,True,True,True,False,True,True,False,False
Bukkit/javac/org/bukkit/command/defaults/WhitelistCommand,True,True,True,True,False,True,True,False,False
Bukkit/javac/org/bukkit/configuration/Configuration,True,False,False,True,True,True,False,False,True
Bukkit/javac/org/bukkit/configuration/ConfigurationOptions,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/configuration/ConfigurationSection,True,False,False,True,True,True,False,False,False
Bukkit/javac/org/bukkit/configuration/InvalidConfigurationException,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/configuration/MemoryConfiguration,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/configuration/MemoryConfigurationOptions,True,False,True,True,True,True,False,False,True
Bukkit/javac/org/bukkit/configuration/MemorySection,False,False,False,False,False,True,True,False,False
Bukkit/javac/org/bukkit/configuration/file/FileConfiguration,True,False,True,False,False,True,False,False,True
Bukkit/javac/org/bukkit/configuration/file/FileConfigurationOptions,True,False,True,True,True,True,False,False,True
Bukkit/javac/org/bukkit/configuration/file/YamlConfiguration,True,False,True,True,False,False,False,False,True
Bukkit/javac/org/bukkit/configuration/file/YamlConfigurationOptions,True,False,True,True,True,True,False,False,True
Bukkit/javac/org/bukkit/configuration/file/YamlConstructor,False,False,False,False,False,False,False,False,False
Bukkit/javac/org/bukkit/configuration/file/YamlRepresenter,False,False,False,False,False,False,False,False,False
Bukkit/javac/org/bukkit/configuration/serialization/ConfigurationSerializable,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/configuration/serialization/ConfigurationSerialization,True,False,True,False,False,True,False,True,False
Bukkit/javac/org/bukkit/configuration/serialization/DelegateDeserialization,True,False,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/configuration/serialization/SerializableAs,True,False,True,True,True,True,False,False,True
Bukkit/javac/org/bukkit/conversations/BooleanPrompt,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/Conversable,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/Conversation,True,False,False,False,True,False,False,False,True
Bukkit/javac/org/bukkit/conversations/ConversationAbandonedEvent,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/ConversationAbandonedListener,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/ConversationCanceller,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/ConversationContext,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/ConversationFactory,True,False,False,False,False,False,True,False,True
Bukkit/javac/org/bukkit/conversations/ConversationPrefix,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/ExactMatchConversationCanceller,True,False,True,True,True,True,False,False,True
Bukkit/javac/org/bukkit/conversations/FixedSetPrompt,True,False,True,True,True,True,False,True,True
Bukkit/javac/org/bukkit/conversations/InactivityConversationCanceller,True,False,False,False,False,False,False,False,True
Bukkit/javac/org/bukkit/conversations/ManuallyAbandonedConversationCanceller,True,False,True,True,True,True,False,False,True
Bukkit/javac/org/bukkit/conversations/MessagePrompt,True,True,True,False,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/NullConversationPrefix,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/NumericPrompt,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/PlayerNamePrompt,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/PluginNameConversationPrefix,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/Prompt,True,False,True,True,True,True,True,False,True
Bukkit/javac/org/bukkit/conversations/RegexPrompt,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/StringPrompt,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/conversations/ValidatingPrompt,True,True,True,False,True,True,True,True,True
Bukkit/javac/org/bukkit/enchantments/Enchantment,True,True,True,True,True,False,True,True,True
Bukkit/javac/org/bukkit/enchantments/EnchantmentTarget,True,False,False,False,False,False,False,False,False
Bukkit/javac/org/bukkit/enchantments/EnchantmentWrapper,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Ageable,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Ambient,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/AnimalTamer,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Animals,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Arrow,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Bat,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Blaze,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Boat,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/CaveSpider,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Chicken,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/ComplexEntityPart,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/ComplexLivingEntity,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Cow,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Creature,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/CreatureType,True,False,True,False,False,False,False,False,True
Bukkit/javac/org/bukkit/entity/Creeper,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Damageable,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/Egg,True,True,True,True,True,True,True,True,True
Bukkit/javac/org/bukkit/entity/EnderCrystal,True,True,True,True,True,True,True,True,True
